0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0
0,1,0,2,1,0,1,0,1,1
2,5,2,4,2,6,4,4,4,2
6,6,7,2,6,7,8,3,5,2
7,7,7,6,4,7,7,9,6,2
10,9,9,10,10,8,7,9,9,4
10,10,10,10,9,8,10,10,10,6
