MJD,mag,emag
5.385322698999987915e+04,1.224424999999999919e+01,1.539074397162138591e-02
5.386015685999998823e+04,1.229400000000000048e+01,1.701102583620400094e-02
5.386215200999984518e+04,1.228100000000000058e+01,1.775880063517804031e-02
5.386415055999998003e+04,1.232100000000000151e+01,1.889113548731256170e-02
5.386816710999980569e+04,1.237549999999999883e+01,2.422292302757865154e-02
5.387016141999978572e+04,1.238550000000000040e+01,2.027929979067324626e-02
5.387215958999982104e+04,1.224150000000000027e+01,2.318269828988851755e-02
5.387526438000006601e+04,1.221775000000000055e+01,2.069571211628147903e-02
5.388114111999981105e+04,1.223124999999999929e+01,2.085365675367272312e-02
5.388608997000008821e+04,1.232774999999999999e+01,1.589418132525233229e-02
5.389008689999999478e+04,1.236100000000000065e+01,1.587844450820041775e-02
5.389209292999980971e+04,1.228924999999999912e+01,2.120288895410245636e-02
5.389609310999978334e+04,1.247899999999999920e+01,1.882983005765054632e-02
5.389811108999978751e+04,1.226900000000000190e+01,1.902136956162725837e-02
5.390013079999992624e+04,1.231749999999999901e+01,1.668644659596524304e-02
5.390214757000003010e+04,1.237674999999999947e+01,1.602732042482460720e-02
5.390417110999999568e+04,1.227700000000000102e+01,1.697424519676795501e-02
5.390618690000008792e+04,1.237949999999999839e+01,1.640502971652291891e-02
5.390820909000001848e+04,1.228500000000000014e+01,1.933261492918120217e-02
5.391219741000002250e+04,1.232075000000000031e+01,1.919309771766923231e-02
5.450131320999981835e+04,1.231274999999999942e+01,2.171261154260352780e-02
5.450434170999983326e+04,1.228749999999999964e+01,1.756238878968348002e-02
5.450733001000015065e+04,1.224000000000000021e+01,2.096276460775152450e-02
5.451032567000016570e+04,1.242600000000000016e+01,2.179879583830262799e-02
5.451435443999990821e+04,1.242450000000000188e+01,2.099702359859606515e-02
5.451731621999992058e+04,1.233924999999999983e+01,1.909351984313002390e-02
5.452028717999998480e+04,1.235450000000000159e+01,1.782904932967543238e-02
5.452434726999979466e+04,1.237825000000000131e+01,1.556237449748591566e-02
5.452727259999979287e+04,1.230175000000000018e+01,1.563649577111188987e-02
5.453026831000018865e+04,1.226050000000000040e+01,1.966278210223568537e-02
5.453331797999981791e+04,1.222125000000000128e+01,1.907550785693529205e-02
5.453627712000021711e+04,1.234875000000000078e+01,1.485765795810362576e-02
5.453923555999994278e+04,1.208750000000000036e+01,2.244159085270025847e-02
5.454128833999997005e+04,1.235650000000000048e+01,1.567242801865747701e-02
5.454333295000018552e+04,1.229600000000000115e+01,1.919635382045246572e-02
5.454621989999990910e+04,1.240249999999999986e+01,1.807968473176454691e-02
5.454827294000005350e+04,1.229250000000000043e+01,1.896378126851288107e-02
5.455127841999987140e+04,1.226675000000000182e+01,2.024536984102785070e-02
5.455330195999983698e+04,1.239349999999999952e+01,1.735115269946063341e-02
5.455535224999999627e+04,1.231425000000000125e+01,1.599023139294738355e-02
5.455819920000014827e+04,1.231649999999999956e+01,1.945989465541887037e-02
5.456024067000020295e+04,1.247524999999999906e+01,1.650000000000000078e-02
5.456230739999981597e+04,1.224525000000000041e+01,1.924188140489385690e-02
5.456518009999999776e+04,1.224825000000000053e+01,1.869157564251874501e-02
5.456722843000013381e+04,1.232450000000000045e+01,1.784306588005547811e-02
5.456921896000020206e+04,1.242324999999999946e+01,1.583114019898756650e-02
5.457122061000019312e+04,1.235824999999999996e+01,1.595697339723294722e-02
5.457321620000014082e+04,1.249699999999999989e+01,1.618062112528440705e-02
5.457830598000017926e+04,1.236874999999999858e+01,1.866982860124859200e-02
5.458028519000019878e+04,1.235474999999999923e+01,1.782379028153102674e-02
5.458513669000007212e+04,1.232324999999999982e+01,1.552618755522423843e-02
5.458718137999996543e+04,1.231325000000000003e+01,1.896707673839066050e-02
5.458923364000022411e+04,1.243224999999999980e+01,2.036080794074734274e-02
5.459122461999999359e+04,1.239749999999999908e+01,2.026696819951124412e-02
5.459325631000008434e+04,1.226500000000000057e+01,1.594913790773657900e-02
5.459532054999982938e+04,1.235299999999999976e+01,1.641264756216985130e-02
