2,3,1,1,0,1,2,2,1,1
1,3,0,0,3,2,2,0,2,3
0,1,0,1,3,0,1,0,0,0
1,2,1,0,0,0,2,2,1,3
2,1,2,1,2,2,0,1,0,1
5,1,5,4,2,1,2,0,5,3
6,5,6,8,5,5,7,3,4,3
10,9,9,10,7,9,8,10,9,4
10,10,10,10,10,10,10,7,10,9
10,10,9,9,10,9,10,10,10,10
10,10,10,10,10,10,10,10,10,10
