# HJD mag emag
5.611297037999999884e+04 1.238000000000000078e+01 7.000000000000000146e-03
5.611297280000000319e+04 1.238599999999999923e+01 7.000000000000000146e-03
5.611297520000000077e+04 1.236200000000000010e+01 7.000000000000000146e-03
5.611297761999999784e+04 1.238700000000000045e+01 7.000000000000000146e-03
5.611298004000000219e+04 1.237199999999999989e+01 7.000000000000000146e-03
5.611298232000000280e+04 1.235899999999999999e+01 7.000000000000000146e-03
5.611298445999999967e+04 1.239100000000000001e+01 7.000000000000000146e-03
5.611298659999999654e+04 1.238299999999999912e+01 8.000000000000000167e-03
5.611298874000000069e+04 1.238700000000000045e+01 7.000000000000000146e-03
5.611299089999999705e+04 1.239700000000000024e+01 7.000000000000000146e-03
5.611299304000000120e+04 1.237299999999999933e+01 7.000000000000000146e-03
5.611299517999999807e+04 1.237400000000000055e+01 8.000000000000000167e-03
5.611299732999999833e+04 1.239499999999999957e+01 7.000000000000000146e-03
5.611299947000000247e+04 1.238799999999999990e+01 3.300000000000000155e-02
5.611300162999999884e+04 1.237199999999999989e+01 7.000000000000000146e-03
5.611300377000000299e+04 1.237199999999999989e+01 8.000000000000000167e-03
5.611396379000000161e+04 1.237400000000000055e+01 7.000000000000000146e-03
5.611396620000000257e+04 1.238199999999999967e+01 7.000000000000000146e-03
5.611396861999999965e+04 1.239499999999999957e+01 7.000000000000000146e-03
5.611397103999999672e+04 1.237500000000000000e+01 7.000000000000000146e-03
5.611397344000000157e+04 1.239100000000000001e+01 7.000000000000000146e-03
5.611397585000000254e+04 1.238100000000000023e+01 7.000000000000000146e-03
5.611397811999999976e+04 1.236599999999999966e+01 7.000000000000000146e-03
5.611398025999999663e+04 1.236299999999999955e+01 7.000000000000000146e-03
5.611398240000000078e+04 1.237400000000000055e+01 7.000000000000000146e-03
5.611398453999999765e+04 1.238899999999999935e+01 7.000000000000000146e-03
5.611398668000000180e+04 1.237800000000000011e+01 7.000000000000000146e-03
5.611398883000000205e+04 1.238499999999999979e+01 7.000000000000000146e-03
5.611399096999999892e+04 1.238199999999999967e+01 7.000000000000000146e-03
5.611399311999999918e+04 1.237500000000000000e+01 7.000000000000000146e-03
5.611399526000000333e+04 1.236599999999999966e+01 1.799999999999999864e-02
5.611399740000000020e+04 1.238400000000000034e+01 7.000000000000000146e-03
5.611399955000000045e+04 1.237899999999999956e+01 7.000000000000000146e-03
5.611596368999999686e+04 1.239000000000000057e+01 7.000000000000000146e-03
5.611596609000000171e+04 1.238400000000000034e+01 7.000000000000000146e-03
5.611596850000000268e+04 1.238400000000000034e+01 7.000000000000000146e-03
5.611597090000000026e+04 1.239300000000000068e+01 7.000000000000000146e-03
5.611597316999999748e+04 1.238199999999999967e+01 7.000000000000000146e-03
5.611597529999999824e+04 1.239499999999999957e+01 7.000000000000000146e-03
5.611597742000000289e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.611597957000000315e+04 1.235899999999999999e+01 7.000000000000000146e-03
5.611598171000000002e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.611598384999999689e+04 1.236999999999999922e+01 8.000000000000000167e-03
5.611598599000000104e+04 1.236999999999999922e+01 8.000000000000000167e-03
5.611598814000000129e+04 1.237199999999999989e+01 8.000000000000000167e-03
5.611599027999999817e+04 1.237100000000000044e+01 7.000000000000000146e-03
5.611599242000000231e+04 1.236299999999999955e+01 7.000000000000000146e-03
5.611599457999999868e+04 1.237100000000000044e+01 7.000000000000000146e-03
5.612295893999999680e+04 1.236400000000000077e+01 7.000000000000000146e-03
5.612296108000000095e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.612296321999999782e+04 1.235299999999999976e+01 7.000000000000000146e-03
5.612296536000000197e+04 1.235999999999999943e+01 7.000000000000000146e-03
5.612296751000000222e+04 1.236800000000000033e+01 7.000000000000000146e-03
5.612296964999999909e+04 1.237199999999999989e+01 7.000000000000000146e-03
5.612297179999999935e+04 1.236800000000000033e+01 7.000000000000000146e-03
5.612297394000000349e+04 1.235299999999999976e+01 7.000000000000000146e-03
5.612297608000000037e+04 1.235299999999999976e+01 7.000000000000000146e-03
5.612297821999999724e+04 1.236400000000000077e+01 7.000000000000000146e-03
5.612298036000000138e+04 1.237100000000000044e+01 7.000000000000000146e-03
5.612298251999999775e+04 1.237400000000000055e+01 7.000000000000000146e-03
5.612298466000000190e+04 1.236500000000000021e+01 7.000000000000000146e-03
5.612298679999999877e+04 1.237100000000000044e+01 7.000000000000000146e-03
5.612298894999999902e+04 1.236700000000000088e+01 7.000000000000000146e-03
5.612299109000000317e+04 1.236599999999999966e+01 7.000000000000000146e-03
5.612299324999999953e+04 1.235699999999999932e+01 7.000000000000000146e-03
5.612395943000000261e+04 1.238400000000000034e+01 7.000000000000000146e-03
5.612396156000000337e+04 1.237899999999999956e+01 7.000000000000000146e-03
5.612396370000000024e+04 1.237800000000000011e+01 7.000000000000000146e-03
5.612396583000000101e+04 1.237800000000000011e+01 7.000000000000000146e-03
5.612396796999999788e+04 1.237500000000000000e+01 7.000000000000000146e-03
5.612397009999999864e+04 1.237599999999999945e+01 7.000000000000000146e-03
5.612397224000000278e+04 1.240199999999999925e+01 7.000000000000000146e-03
5.612397437000000355e+04 1.238400000000000034e+01 7.000000000000000146e-03
5.612397651000000042e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.612397864999999729e+04 1.238899999999999935e+01 7.000000000000000146e-03
5.612398077999999805e+04 1.238400000000000034e+01 7.000000000000000146e-03
5.612398292000000220e+04 1.237800000000000011e+01 7.000000000000000146e-03
5.612398505999999907e+04 1.238400000000000034e+01 7.000000000000000146e-03
5.612398718999999983e+04 1.238199999999999967e+01 7.000000000000000146e-03
5.612398932999999670e+04 1.238000000000000078e+01 7.000000000000000146e-03
5.612495981000000029e+04 1.237500000000000000e+01 7.000000000000000146e-03
5.612496194999999716e+04 1.237800000000000011e+01 7.000000000000000146e-03
5.612496409000000131e+04 1.235500000000000043e+01 7.000000000000000146e-03
5.612496622999999818e+04 1.237800000000000011e+01 7.000000000000000146e-03
5.612496835999999894e+04 1.236599999999999966e+01 7.000000000000000146e-03
5.612497050000000309e+04 1.235699999999999932e+01 7.000000000000000146e-03
5.612497263999999996e+04 1.237100000000000044e+01 7.000000000000000146e-03
5.612497479000000021e+04 1.236400000000000077e+01 7.000000000000000146e-03
5.612497692999999708e+04 1.235800000000000054e+01 7.000000000000000146e-03
5.612497907000000123e+04 1.237599999999999945e+01 7.000000000000000146e-03
5.612498120999999810e+04 1.236700000000000088e+01 7.000000000000000146e-03
5.612498335000000225e+04 1.236200000000000010e+01 7.000000000000000146e-03
5.612498548999999912e+04 1.235800000000000054e+01 7.000000000000000146e-03
5.612498763000000326e+04 1.235699999999999932e+01 7.000000000000000146e-03
5.612596020000000135e+04 1.236700000000000088e+01 7.000000000000000146e-03
5.612596233999999822e+04 1.237599999999999945e+01 7.000000000000000146e-03
5.612596446999999898e+04 1.237899999999999956e+01 7.000000000000000146e-03
5.612596661000000313e+04 1.236500000000000021e+01 7.000000000000000146e-03
5.612596876000000339e+04 1.235800000000000054e+01 7.000000000000000146e-03
5.612597090000000026e+04 1.236500000000000021e+01 7.000000000000000146e-03
5.612597303999999713e+04 1.236800000000000033e+01 7.000000000000000146e-03
5.612597518000000127e+04 1.235999999999999943e+01 7.000000000000000146e-03
5.612597731999999814e+04 1.237400000000000055e+01 7.000000000000000146e-03
5.612597946000000229e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.612598159999999916e+04 1.237199999999999989e+01 7.000000000000000146e-03
5.612598374000000331e+04 1.236400000000000077e+01 7.000000000000000146e-03
5.612695975000000180e+04 1.237400000000000055e+01 7.000000000000000146e-03
5.612696188999999868e+04 1.238799999999999990e+01 7.000000000000000146e-03
5.612696403000000282e+04 1.237599999999999945e+01 7.000000000000000146e-03
5.612696616999999969e+04 1.238100000000000023e+01 7.000000000000000146e-03
5.612696830000000045e+04 1.238700000000000045e+01 7.000000000000000146e-03
5.612697045000000071e+04 1.238899999999999935e+01 7.000000000000000146e-03
5.612697258999999758e+04 1.239799999999999969e+01 7.000000000000000146e-03
5.612697473000000173e+04 1.239199999999999946e+01 7.000000000000000146e-03
5.612697686999999860e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.612697901000000275e+04 1.238000000000000078e+01 7.000000000000000146e-03
5.612698114999999962e+04 1.238199999999999967e+01 7.000000000000000146e-03
5.612796024999999645e+04 1.236800000000000033e+01 7.000000000000000146e-03
5.612796383000000060e+04 1.237199999999999989e+01 7.000000000000000146e-03
5.612796747000000323e+04 1.240300000000000047e+01 7.000000000000000146e-03
5.612797119999999995e+04 1.240199999999999925e+01 7.000000000000000146e-03
5.612797497999999905e+04 1.240300000000000047e+01 8.000000000000000167e-03
5.612797888999999850e+04 1.240799999999999947e+01 7.000000000000000146e-03
5.612895992000000115e+04 1.235599999999999987e+01 7.000000000000000146e-03
5.612896291000000201e+04 1.237599999999999945e+01 7.000000000000000146e-03
5.612896437999999762e+04 1.241099999999999959e+01 7.000000000000000146e-03
5.612896585999999661e+04 1.239600000000000080e+01 7.000000000000000146e-03
5.612896732999999949e+04 1.239899999999999913e+01 7.000000000000000146e-03
5.612896880999999848e+04 1.241699999999999982e+01 7.000000000000000146e-03
5.612897028000000137e+04 1.240799999999999947e+01 7.000000000000000146e-03
5.612897176999999647e+04 1.241499999999999915e+01 7.000000000000000146e-03
5.612897325000000274e+04 1.240900000000000070e+01 7.000000000000000146e-03
5.612897473000000173e+04 1.240000000000000036e+01 7.000000000000000146e-03
5.612897619999999733e+04 1.240099999999999980e+01 7.000000000000000146e-03
5.612995964999999705e+04 1.237700000000000067e+01 8.000000000000000167e-03
5.612996089000000211e+04 1.236800000000000033e+01 7.000000000000000146e-03
5.612996211000000039e+04 1.238299999999999912e+01 7.000000000000000146e-03
5.612996332999999868e+04 1.236299999999999955e+01 7.000000000000000146e-03
5.612996454999999696e+04 1.238899999999999935e+01 7.000000000000000146e-03
5.612996577999999863e+04 1.238499999999999979e+01 7.000000000000000146e-03
5.612996701999999641e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.612996822999999858e+04 1.238400000000000034e+01 7.000000000000000146e-03
5.612996946000000025e+04 1.237100000000000044e+01 7.000000000000000146e-03
5.612997069000000192e+04 1.239199999999999946e+01 7.000000000000000146e-03
5.612997192000000359e+04 1.238299999999999912e+01 7.000000000000000146e-03
5.612997312999999849e+04 1.237199999999999989e+01 7.000000000000000146e-03
5.612997436000000016e+04 1.237400000000000055e+01 7.000000000000000146e-03
5.613095966999999655e+04 1.236400000000000077e+01 8.000000000000000167e-03
5.613096089999999822e+04 1.237100000000000044e+01 8.000000000000000167e-03
5.613096211999999650e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.613096334999999817e+04 1.237100000000000044e+01 7.000000000000000146e-03
5.613096456999999646e+04 1.237899999999999956e+01 7.000000000000000146e-03
5.613096579000000202e+04 1.236299999999999955e+01 7.000000000000000146e-03
5.613096701999999641e+04 1.238299999999999912e+01 7.000000000000000146e-03
5.613096824999999808e+04 1.237800000000000011e+01 7.000000000000000146e-03
5.613096946999999636e+04 1.237500000000000000e+01 7.000000000000000146e-03
5.613097069000000192e+04 1.237700000000000067e+01 7.000000000000000146e-03
5.613097192000000359e+04 1.238199999999999967e+01 7.000000000000000146e-03
5.613196055999999953e+04 1.237599999999999945e+01 8.000000000000000167e-03
5.613196179999999731e+04 1.237299999999999933e+01 8.000000000000000167e-03
5.613196302999999898e+04 1.237599999999999945e+01 7.000000000000000146e-03
5.613196424999999726e+04 1.237800000000000011e+01 7.000000000000000146e-03
5.613196547999999893e+04 1.237400000000000055e+01 8.000000000000000167e-03
5.613196671000000060e+04 1.237100000000000044e+01 7.000000000000000146e-03
5.613196792999999889e+04 1.236599999999999966e+01 7.000000000000000146e-03
5.613196916000000056e+04 1.235699999999999932e+01 7.000000000000000146e-03
5.613296093000000110e+04 1.236100000000000065e+01 8.000000000000000167e-03
5.613296216000000277e+04 1.235399999999999920e+01 7.000000000000000146e-03
5.613296338999999716e+04 1.234900000000000020e+01 8.000000000000000167e-03
5.613296461000000272e+04 1.235500000000000043e+01 7.000000000000000146e-03
5.613296583999999712e+04 1.236200000000000010e+01 8.000000000000000167e-03
5.613296708000000217e+04 1.236100000000000065e+01 7.000000000000000146e-03
5.613296830000000045e+04 1.237100000000000044e+01 8.000000000000000167e-03
5.613296953000000212e+04 1.236400000000000077e+01 8.000000000000000167e-03
5.613297075999999652e+04 1.235999999999999943e+01 8.000000000000000167e-03
5.613297198000000208e+04 1.235399999999999920e+01 7.000000000000000146e-03
5.613297320999999647e+04 1.236400000000000077e+01 7.000000000000000146e-03
5.613297443999999814e+04 1.235500000000000043e+01 8.000000000000000167e-03
5.613297566999999981e+04 1.236599999999999966e+01 8.000000000000000167e-03
5.613297688999999809e+04 1.236200000000000010e+01 8.000000000000000167e-03
5.613297813000000315e+04 1.236599999999999966e+01 8.000000000000000167e-03
5.613297935999999754e+04 1.235599999999999987e+01 8.000000000000000167e-03
5.613298058000000310e+04 1.236800000000000033e+01 8.000000000000000167e-03
5.613298182000000088e+04 1.237800000000000011e+01 8.000000000000000167e-03
5.613298305000000255e+04 1.236200000000000010e+01 8.000000000000000167e-03
5.613396054000000004e+04 1.238299999999999912e+01 8.000000000000000167e-03
5.613396177000000171e+04 1.239499999999999957e+01 2.100000000000000130e-02
5.613396298999999999e+04 1.238799999999999990e+01 8.000000000000000167e-03
5.613396420999999827e+04 1.239899999999999913e+01 2.100000000000000130e-02
5.613396542999999656e+04 1.238599999999999923e+01 2.100000000000000130e-02
5.613396665000000212e+04 1.238799999999999990e+01 2.100000000000000130e-02
5.613396787999999651e+04 1.239899999999999913e+01 2.100000000000000130e-02
5.613396910000000207e+04 1.237299999999999933e+01 2.000000000000000042e-02
5.613397032000000036e+04 1.240199999999999925e+01 2.100000000000000130e-02
5.613397155000000203e+04 1.238000000000000078e+01 2.000000000000000042e-02
5.613397277000000031e+04 1.238799999999999990e+01 2.000000000000000042e-02
5.613397400000000198e+04 1.240099999999999980e+01 2.000000000000000042e-02
5.613397520999999688e+04 1.238799999999999990e+01 2.000000000000000042e-02
5.613397643999999855e+04 1.239799999999999969e+01 2.100000000000000130e-02
5.613397767000000022e+04 1.239799999999999969e+01 2.000000000000000042e-02
5.613397888999999850e+04 1.239300000000000068e+01 2.000000000000000042e-02
5.613398010999999678e+04 1.237899999999999956e+01 2.100000000000000130e-02
5.613496108999999706e+04 1.235999999999999943e+01 8.000000000000000167e-03
5.613496231999999873e+04 1.234999999999999964e+01 8.000000000000000167e-03
5.613496355000000040e+04 1.236800000000000033e+01 8.000000000000000167e-03
5.613496476999999868e+04 1.235999999999999943e+01 8.999999999999999320e-03
5.613496600999999646e+04 1.236100000000000065e+01 8.000000000000000167e-03
5.613496723999999813e+04 1.236400000000000077e+01 8.000000000000000167e-03
5.613496846999999980e+04 1.237299999999999933e+01 8.000000000000000167e-03
5.613496968999999808e+04 1.236700000000000088e+01 8.000000000000000167e-03
5.613497091999999975e+04 1.236999999999999922e+01 8.000000000000000167e-03
5.613497215000000142e+04 1.236700000000000088e+01 8.000000000000000167e-03
5.613497338999999920e+04 1.236599999999999966e+01 8.000000000000000167e-03
5.613497460999999748e+04 1.236500000000000021e+01 8.000000000000000167e-03
5.613497583999999915e+04 1.238400000000000034e+01 8.000000000000000167e-03
5.613497707000000082e+04 1.236500000000000021e+01 8.000000000000000167e-03
5.613597426999999880e+04 1.234999999999999964e+01 2.400000000000000050e-02
5.613796323000000120e+04 1.237400000000000055e+01 1.299999999999999940e-02
5.613796446999999898e+04 1.234699999999999953e+01 1.200000000000000025e-02
5.613796570000000065e+04 1.233300000000000018e+01 1.099999999999999936e-02
5.613796693000000232e+04 1.233500000000000085e+01 1.200000000000000025e-02
5.613796815000000061e+04 1.232000000000000028e+01 1.299999999999999940e-02
5.613796938999999838e+04 1.229599999999999937e+01 1.600000000000000033e-02
5.613996196000000054e+04 1.237599999999999945e+01 8.000000000000000167e-03
5.613996319000000221e+04 1.240700000000000003e+01 8.000000000000000167e-03
5.614096371999999974e+04 1.236599999999999966e+01 8.999999999999999320e-03
5.614096495000000141e+04 1.239300000000000068e+01 8.000000000000000167e-03
5.614096618999999919e+04 1.238000000000000078e+01 8.999999999999999320e-03
5.614096740999999747e+04 1.238700000000000045e+01 8.999999999999999320e-03
5.614096863999999914e+04 1.238100000000000023e+01 8.999999999999999320e-03
5.614096987999999692e+04 1.238299999999999912e+01 8.999999999999999320e-03
5.614097110999999859e+04 1.238400000000000034e+01 8.999999999999999320e-03
5.614097232999999687e+04 1.239000000000000057e+01 8.999999999999999320e-03
5.614097357000000193e+04 1.237400000000000055e+01 8.999999999999999320e-03
5.614097480000000360e+04 1.237700000000000067e+01 1.000000000000000021e-02
5.614097602000000188e+04 1.238100000000000023e+01 8.999999999999999320e-03
5.614097725999999966e+04 1.238400000000000034e+01 8.999999999999999320e-03
5.614097849000000133e+04 1.236400000000000077e+01 8.999999999999999320e-03
5.614296373000000312e+04 1.241699999999999982e+01 8.000000000000000167e-03
5.614296495999999752e+04 1.238000000000000078e+01 7.000000000000000146e-03
5.614296618999999919e+04 1.238299999999999912e+01 7.000000000000000146e-03
