2,1,1,0,1,1,2,1,2,1
2,1,0,0,1,0,1,0,1,1
2,2,1,3,2,1,0,1,0,3
1,2,1,2,0,0,2,1,1,1
2,4,5,0,3,3,0,1,1,1
5,8,3,6,2,6,3,5,2,5
7,9,9,8,6,7,8,6,8,8
10,8,9,10,7,9,9,9,9,9
10,10,10,10,9,10,10,10,9,10
10,10,10,10,10,10,9,10,10,10
10,10,10,10,10,9,10,10,10,10
