0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0
3,3,0,1,1,2,0,1,1,0
3,4,1,2,4,3,2,2,2,3
6,8,8,7,9,6,8,8,5,4
8,6,8,10,7,10,8,9,4,9
10,9,10,10,10,10,10,10,10,8
10,9,10,10,10,10,9,10,9,10
