# MJD,Non_Corr_Flux,Corr_Flux,Eflux,Telescope
5.679989508300000307e+04,9.948279692423810383e-01,1.003125187998510581e+00,2.608172627633213725e-02,3.000000000000000000e+00
5.679991673099990294e+04,1.015295406381838017e+00,9.924045647935921810e-01,2.639832152585711023e-02,3.000000000000000000e+00
5.679993641099990054e+04,1.008816750497750769e+00,1.022908476091862084e+00,2.738650864627073869e-02,3.000000000000000000e+00
5.679995810700020229e+04,1.018264219652524005e+00,1.007356209069683040e+00,2.683807305892139949e-02,3.000000000000000000e+00
5.679998205000020243e+04,1.054234499200566777e+00,1.002716314414200394e+00,2.621143852387861073e-02,3.000000000000000000e+00
5.680000685499980318e+04,1.024180746123803054e+00,1.012663214813776191e+00,3.251473117626586806e-02,3.000000000000000000e+00
5.680072763600009785e+04,1.041293028163224443e+00,1.012827086729452208e+00,3.765148642219073166e-02,3.000000000000000000e+00
5.680075091799999791e+04,1.009737078249069997e+00,1.019430293546134569e+00,3.620354111787218998e-02,3.000000000000000000e+00
5.680077161699999851e+04,1.005180853572091637e+00,1.043376011088749555e+00,3.368277449148162489e-02,3.000000000000000000e+00
5.680079117400010000e+04,1.021119437519786510e+00,9.994174892832594637e-01,3.173286121098645163e-02,3.000000000000000000e+00
5.680082742499979940e+04,1.011692068972423142e+00,1.005530596602806970e+00,2.934387416556287140e-02,3.000000000000000000e+00
5.680084698999999819e+04,9.720564645040876695e-01,9.996665950958570912e-01,2.582386640934296318e-02,3.000000000000000000e+00
5.680086157600019942e+04,9.477176128998183735e-01,9.867429359255132093e-01,2.583347205237638763e-02,3.000000000000000000e+00
5.680087856400010060e+04,9.792817269490700083e-01,1.017942183226419717e+00,2.666220217986459140e-02,3.000000000000000000e+00
5.680089555899990228e+04,9.857886012808704246e-01,1.032641649514982607e+00,2.661129232792138269e-02,3.000000000000000000e+00
5.680091719800000283e+04,9.823714174935148646e-01,9.765774015733946767e-01,2.546693765316061092e-02,3.000000000000000000e+00
5.680093663799999922e+04,1.007433191808208672e+00,9.907888079752753541e-01,2.536466771383125499e-02,3.000000000000000000e+00
5.680095832299999893e+04,9.571657797794735911e-01,1.018263254682366004e+00,2.722225927612906618e-02,3.000000000000000000e+00
5.680098272399979760e+04,9.814398722286665766e-01,1.011689702454131812e+00,2.722189078250281113e-02,3.000000000000000000e+00
5.680101736700019683e+04,1.031900042605126799e+00,9.982654474429213387e-01,1.580175074420838571e-02,4.000000000000000000e+00
5.680101749399999972e+04,1.056541183653033400e+00,9.685369780550533436e-01,1.575449910944501375e-02,4.000000000000000000e+00
5.680101762200010126e+04,1.066916497013348453e+00,9.840692656523386539e-01,1.594601884897958732e-02,4.000000000000000000e+00
5.680176982000000135e+04,1.000672838482475902e+00,9.860023035333219665e-01,3.299514072868244691e-02,3.000000000000000000e+00
5.680179345000020112e+04,9.765614838459748537e-01,1.035067303468135247e+00,3.231194195659602836e-02,3.000000000000000000e+00
5.680181027700009872e+04,1.015632122527366121e+00,1.009780732832266770e+00,3.105347611999328614e-02,3.000000000000000000e+00
5.680182725099990057e+04,1.030321434068130149e+00,1.016158291309358752e+00,3.017531636767901634e-02,3.000000000000000000e+00
5.680184697500010225e+04,1.009458102423739900e+00,9.984766948769958628e-01,2.747170700465744603e-02,3.000000000000000000e+00
5.680186159199989925e+04,1.056616217746732644e+00,9.724665691284047897e-01,2.716110786002963809e-02,3.000000000000000000e+00
5.680187859599990043e+04,1.015744386056238513e+00,1.025398548652296071e+00,2.852521603977998740e-02,3.000000000000000000e+00
5.680189788600010070e+04,9.626829632450910612e-01,1.033264339453993097e+00,2.871391155699831027e-02,3.000000000000000000e+00
5.680191713599999639e+04,9.407252344161859403e-01,9.875568051165515282e-01,2.738582875690430407e-02,3.000000000000000000e+00
5.680206427699980122e+04,1.026373972541550605e+00,9.591842038073324916e-01,1.572909691333553364e-02,4.000000000000000000e+00
5.680206438100009836e+04,1.049680744190028658e+00,9.591538425850018035e-01,1.543853668370013740e-02,4.000000000000000000e+00
5.680206448500000261e+04,1.064324428845574877e+00,9.260963430123706486e-01,1.516524926190781532e-02,4.000000000000000000e+00
5.680276785399999790e+04,1.026551298000362600e+00,9.896134030621641653e-01,2.994387509973660266e-02,3.000000000000000000e+00
5.680278949700020166e+04,9.994109071951207124e-01,9.630952209957260868e-01,3.379166696990754809e-02,3.000000000000000000e+00
5.680280869999989955e+04,1.045656520205561213e+00,9.932709856483841193e-01,3.192062523492340126e-02,3.000000000000000000e+00
5.680282568399979937e+04,1.036002615845679875e+00,1.005053293371069412e+00,3.211322967005136864e-02,3.000000000000000000e+00
5.680285686700000224e+04,1.015538579064852343e+00,9.574936472719171032e-01,2.867409042122804480e-02,3.000000000000000000e+00
5.680287397299989971e+04,9.709111032465310709e-01,1.026913844624894434e+00,3.045531822204326777e-02,3.000000000000000000e+00
5.680291578999999911e+04,9.673761809706190595e-01,1.000867749787329952e+00,3.111661760285406100e-02,3.000000000000000000e+00
5.680293528100010008e+04,9.810331637521004788e-01,9.860373750793439696e-01,3.143206773717256014e-02,3.000000000000000000e+00
5.680295920199990360e+04,1.016568031190506760e+00,1.024235437176642005e+00,3.470461378396697688e-02,3.000000000000000000e+00
5.680298094899999705e+04,1.007034262702539706e+00,1.008442666286061051e+00,3.347300146639547308e-02,3.000000000000000000e+00
5.680306464699980279e+04,1.012668335216932114e+00,9.848060949764175787e-01,1.741671287479895983e-02,4.000000000000000000e+00
5.680306476299979840e+04,9.818556201801996730e-01,1.010829718413426948e+00,1.657365541029640413e-02,4.000000000000000000e+00
5.680306486700010282e+04,1.135582864015790117e+00,9.354354774446115295e-01,1.601881402160193132e-02,4.000000000000000000e+00
5.680382098900010169e+04,1.035077415886558105e+00,1.003030271215896718e+00,3.173411513089676589e-02,3.000000000000000000e+00
5.680384084499999881e+04,9.873788641498749685e-01,9.724943274995856424e-01,2.801596852969510248e-02,3.000000000000000000e+00
5.680385569899999973e+04,1.020874928489293287e+00,9.955017553454150736e-01,2.778813396945635852e-02,3.000000000000000000e+00
5.680387303700020129e+04,9.587451912035479529e-01,9.946314037698611443e-01,2.718426714621358792e-02,3.000000000000000000e+00
5.680389241300010326e+04,9.973969637737019056e-01,9.753973170024947681e-01,2.717569001622014563e-02,3.000000000000000000e+00
5.680395530800009874e+04,1.053846157321427057e+00,1.014611966064713267e+00,2.076359217099486495e-02,3.000000000000000000e+00
5.680398292999999830e+04,1.018353472975909169e+00,1.013993147633869940e+00,6.416183338727872790e-03,5.000000000000000000e+00
5.680406629100019927e+04,1.043573951941204170e+00,1.026971456713131392e+00,1.473261965606310897e-02,4.000000000000000000e+00
5.680406639500010351e+04,9.770338949458551303e-01,1.055525367898857647e+00,1.481701347188641923e-02,4.000000000000000000e+00
5.680406649900000048e+04,1.099146624167423036e+00,1.016100466477610764e+00,1.451366830758686784e-02,4.000000000000000000e+00
5.680477745600000344e+04,9.726668096220830728e-01,1.038558202223692328e+00,3.717884864936655404e-02,3.000000000000000000e+00
5.680483334300020215e+04,1.030813497707251392e+00,9.994924139958050180e-01,3.091522764602649270e-02,3.000000000000000000e+00
5.680498189999999886e+04,1.008088240920844703e+00,1.000292969528800757e+00,6.428013277646887902e-03,5.000000000000000000e+00
5.680498230000000331e+04,1.032520180954764610e+00,1.001206609365372646e+00,6.433936423958110280e-03,5.000000000000000000e+00
5.680498850200000015e+04,1.063467192542895345e+00,1.032814467194580033e+00,2.656771474026082061e-02,3.000000000000000000e+00
5.680506693899999664e+04,1.080713136156101317e+00,1.026975376465237844e+00,1.644374409818876934e-02,4.000000000000000000e+00
5.680506705400020292e+04,1.112394493506230875e+00,9.647435341940050479e-01,1.558661775250214272e-02,4.000000000000000000e+00
5.680506715899989649e+04,9.525689703322027801e-01,1.080135490347716054e+00,1.666581801476387653e-02,4.000000000000000000e+00
5.680512562000006437e+04,1.038903405565033466e+00,1.015450060089342132e+00,1.833926414179571154e-02,2.000000000000000000e+00
5.680598212999999669e+04,1.005306634874189919e+00,1.007379999281434069e+00,6.799496666006448267e-03,5.000000000000000000e+00
5.680598253000000113e+04,1.025884690617786088e+00,1.012131072484755867e+00,6.830881716615378602e-03,5.000000000000000000e+00
5.680671413300000131e+04,9.985920326249264622e-01,9.821591478383315810e-01,3.942391212288708785e-02,3.000000000000000000e+00
5.680672103000010247e+04,9.713597341493414028e-01,1.035108879821717176e+00,4.144422151262832504e-02,3.000000000000000000e+00
5.680674026500010223e+04,9.959191807245457717e-01,9.674344827954881598e-01,3.406161446318933111e-02,3.000000000000000000e+00
5.680697421099989879e+04,9.859436554687770471e-01,9.611451586598102059e-01,2.791679828419167328e-02,3.000000000000000000e+00
5.680698174000000290e+04,1.018353472975909169e+00,1.025198033669639797e+00,6.517435849872723654e-03,5.000000000000000000e+00
5.680698212999999669e+04,1.006232983036338124e+00,1.032552739252166951e+00,6.565635447708763513e-03,5.000000000000000000e+00
5.680779342699980043e+04,1.063055886519315818e+00,1.039570580299838065e+00,3.574056947105737347e-02,3.000000000000000000e+00
5.680781192900009773e+04,9.756725727735473530e-01,1.023944723071433138e+00,3.444784519482260721e-02,3.000000000000000000e+00
5.680784504099979677e+04,9.881527797081770537e-01,9.861387722888877994e-01,2.857049627718987600e-02,3.000000000000000000e+00
5.680786374300019816e+04,9.870521450875554548e-01,1.000722225742503024e+00,2.896977976475748409e-02,3.000000000000000000e+00
5.680788388099989970e+04,9.851720830164636400e-01,1.027944260639689578e+00,2.876168696887063114e-02,3.000000000000000000e+00
5.680790393800009770e+04,1.036793096228712630e+00,1.034091523283089398e+00,2.998111727736997925e-02,3.000000000000000000e+00
5.680792322000020067e+04,1.004754816309619603e+00,1.028293921149393553e+00,2.954733026220759950e-02,3.000000000000000000e+00
5.680794703799999843e+04,1.064045248383604036e+00,9.956477909419196859e-01,2.988588749306814174e-02,3.000000000000000000e+00
5.680798307299990120e+04,9.943178372768990414e-01,9.958866558470522712e-01,1.571187153623953073e-02,4.000000000000000000e+00
5.680798320000009699e+04,9.454871491435823394e-01,9.608030089061074808e-01,1.549412862446904529e-02,4.000000000000000000e+00
5.680798332800019853e+04,1.091792308344815332e+00,9.697722443976988238e-01,1.544382244003049409e-02,4.000000000000000000e+00
5.680799051000000327e+04,1.018353472975909169e+00,1.001855453624181713e+00,7.400630345380841170e-03,5.000000000000000000e+00
5.680799089999999705e+04,1.009017152217025481e+00,9.820972292908204393e-01,7.252182293491797084e-03,5.000000000000000000e+00
5.680871312200000102e+04,9.949381794492624387e-01,1.026021315391150157e+00,3.905527493041126286e-02,3.000000000000000000e+00
5.680872229399999924e+04,1.008370418303363270e+00,9.954822083216229300e-01,3.713744463272901364e-02,3.000000000000000000e+00
5.680873929500020313e+04,1.012670355177478942e+00,1.017731982854624073e+00,3.803042086065232946e-02,3.000000000000000000e+00
5.680875628399990092e+04,1.025038308955997568e+00,1.001510996617503979e+00,3.725332756411584012e-02,3.000000000000000000e+00
5.680877546099990286e+04,9.841382160767415677e-01,1.015560777762837708e+00,3.584544129286535569e-02,3.000000000000000000e+00
5.680879214899989893e+04,9.964605203195294747e-01,1.017018962416256445e+00,3.595569070234976017e-02,3.000000000000000000e+00
5.680880892699999822e+04,9.635185863941204687e-01,9.719477342499912575e-01,3.374986546861859227e-02,3.000000000000000000e+00
5.680883993900009955e+04,1.037939635790566584e+00,9.596937114549111136e-01,3.040262620710091832e-02,3.000000000000000000e+00
5.680885681799989834e+04,9.850904224691715561e-01,1.023043339110695671e+00,3.175579139392627204e-02,3.000000000000000000e+00
5.680887370599989663e+04,9.882711026964297041e-01,1.000943839683340997e+00,3.083073871688052359e-02,3.000000000000000000e+00
5.680891477299990220e+04,1.044624233880791842e+00,1.023873414285582983e+00,3.784006136475589338e-02,3.000000000000000000e+00
5.680898193000000174e+04,1.009017152217025481e+00,1.006430456918577798e+00,7.636049098048030420e-03,5.000000000000000000e+00
5.680898232999999891e+04,1.013674563778962145e+00,9.970680595584662242e-01,7.566041379115599937e-03,5.000000000000000000e+00
5.680898395300000266e+04,1.017980901909478542e+00,1.007830992357909183e+00,1.574365149862024318e-02,4.000000000000000000e+00
5.680898405699989962e+04,1.038339152941637700e+00,9.595202286114034029e-01,1.522341308690820100e-02,4.000000000000000000e+00
5.680898417200009862e+04,9.652051497710895100e-01,9.994723025549139273e-01,1.586269426109985711e-02,4.000000000000000000e+00
5.680911421999987215e+04,9.580213108280372092e-01,1.009744733566380503e+00,1.961471064062001238e-02,2.000000000000000000e+00
5.680998184999999648e+04,1.026830000600596149e+00,1.016592251154679438e+00,1.593043542646755198e-02,5.000000000000000000e+00
5.680998225999999704e+04,1.044957310999841127e+00,1.010217688836726690e+00,1.675912075681557437e-02,5.000000000000000000e+00
5.680998430000009830e+04,9.513335881479048073e-01,9.070760720893444873e-01,1.491645632718344161e-02,4.000000000000000000e+00
5.680998441600010119e+04,1.040500828570500857e+00,9.127201393658249673e-01,1.503454286785300097e-02,4.000000000000000000e+00
5.680998451999990357e+04,1.061228318319398234e+00,9.265122155358352929e-01,1.504791014567840451e-02,4.000000000000000000e+00
5.681010663999989629e+04,1.040818900054787832e+00,1.001407314895673917e+00,1.825500287698402987e-02,2.000000000000000000e+00
5.681098176000000240e+04,1.054626181953520314e+00,1.012629188295903759e+00,6.559591057957226724e-03,5.000000000000000000e+00
5.681098215999999957e+04,1.037286077568261744e+00,1.010787462697574579e+00,6.547518966908638660e-03,5.000000000000000000e+00
5.681098467000020173e+04,1.073492044738311391e+00,9.323636998516471319e-01,1.538226298740716889e-02,4.000000000000000000e+00
5.681098478600010276e+04,1.088479941773742521e+00,9.990089371795667361e-01,1.571097801755019091e-02,4.000000000000000000e+00
5.681098490200009837e+04,9.342717786079832720e-01,9.737007848222098971e-01,1.518267460955339404e-02,4.000000000000000000e+00
5.681171706000019913e+04,9.987851961276693613e-01,1.040568493764659985e+00,3.679724605224921757e-02,3.000000000000000000e+00
5.681176123100009863e+04,9.884622697612764908e-01,9.875629408407131660e-01,3.132056765378472829e-02,3.000000000000000000e+00
5.681178314899979887e+04,9.919918330334707157e-01,1.012340381318372451e+00,3.187584452914712235e-02,3.000000000000000000e+00
5.681179881400010345e+04,1.103479061050633314e+00,1.005944488313968099e+00,3.116542050280535561e-02,3.000000000000000000e+00
5.681181751899980009e+04,1.056039339164118074e+00,1.018993705243195880e+00,2.771954123140692172e-02,3.000000000000000000e+00
5.681183048399999825e+04,1.052824776186069844e+00,9.894773950975472854e-01,2.739006179667584015e-02,3.000000000000000000e+00
5.681184891100000095e+04,1.046502081926128147e+00,9.779509415600851074e-01,2.633979095248008967e-02,3.000000000000000000e+00
5.681186595299979672e+04,9.879707720034071050e-01,1.021764021220544993e+00,2.631605164970715963e-02,3.000000000000000000e+00
5.681198202999999921e+04,1.044957310999841127e+00,9.996388188348971360e-01,6.505441340110175094e-03,5.000000000000000000e+00
5.681198242999999638e+04,1.043995312833522870e+00,9.887191705550857357e-01,6.433936423958110280e-03,5.000000000000000000e+00
5.681298255000000063e+04,1.041114628824944210e+00,9.988465390680497658e-01,6.583802055416239883e-03,5.000000000000000000e+00
5.681298294000000169e+04,1.032520180954764610e+00,9.815073588657616810e-01,6.469590094593148308e-03,5.000000000000000000e+00
5.681396933399979753e+04,9.102528143719703646e-01,9.518954448248406752e-01,1.560026411076374624e-02,4.000000000000000000e+00
5.681396945000020060e+04,9.786180693695022415e-01,9.523176080150104195e-01,1.576424950427390836e-02,4.000000000000000000e+00
5.681396955400009756e+04,1.206764234785417722e+00,9.047390347258289500e-01,1.510794937860645247e-02,4.000000000000000000e+00
5.681397924000000057e+04,1.038241893453926590e+00,1.014071205811614806e+00,7.469107534862310695e-03,5.000000000000000000e+00
5.681397963999999774e+04,1.035377084787888258e+00,1.011308532048092790e+00,7.448498114140256719e-03,5.000000000000000000e+00
5.681410021999990568e+04,1.010357733284170223e+00,1.004930050683220388e+00,1.880104139960403486e-02,2.000000000000000000e+00
5.681597957000000315e+04,1.038241893453926590e+00,9.717156760847157626e-01,1.493821506972462139e-02,5.000000000000000000e+00
5.681611020299980009e+04,1.231239189628744679e+00,9.968031210943922860e-01,1.521892183133281146e-02,4.000000000000000000e+00
5.681611031799999910e+04,1.174688806402880203e+00,9.567899117211786653e-01,1.473879670991000077e-02,4.000000000000000000e+00
5.681611043399990012e+04,9.912455037431249227e-01,9.775799473945110396e-01,1.497099232925955606e-02,4.000000000000000000e+00
5.681697853999999643e+04,1.039198590084091212e+00,9.794514830796137161e-01,7.139515029032154209e-03,5.000000000000000000e+00
5.681697894999999698e+04,1.040156168270324644e+00,9.776805663054054518e-01,7.126375661850298422e-03,5.000000000000000000e+00
5.681811109399980342e+04,1.008933239963029083e+00,1.013126729758915046e+00,3.131594140420668193e-02,4.000000000000000000e+00
5.681811131400010345e+04,1.001140960502164834e+00,1.077378830087188266e+00,3.833495493825760103e-02,4.000000000000000000e+00
5.681997853000000032e+04,1.022112145296903751e+00,9.767118524974007787e-01,8.834433889654954783e-03,5.000000000000000000e+00
5.681997894000000088e+04,1.040156168270324644e+00,9.758372586656888226e-01,8.826300821334525162e-03,5.000000000000000000e+00
5.682108017899980041e+04,9.936513579269675711e-01,9.920152287760551912e-01,2.332663268240429966e-02,4.000000000000000000e+00
5.682108030699990195e+04,1.060985944005792936e+00,1.001478069187710318e+00,2.595987634708754599e-02,4.000000000000000000e+00
5.682197905000000173e+04,1.054626181953520314e+00,9.894270665629589789e-01,7.629019274769223771e-03,5.000000000000000000e+00
5.682197946000000229e+04,1.031569632534932390e+00,9.865984605610342850e-01,7.607968611460853847e-03,5.000000000000000000e+00
5.682210975100009819e+04,1.065949009528522895e+00,1.067179892073249148e+00,1.423506181243715772e-02,4.000000000000000000e+00
5.682210985499990056e+04,9.203445192385258933e-01,1.048246548492450581e+00,1.399112177808023612e-02,4.000000000000000000e+00
5.682210997099990345e+04,9.223463434459089338e-01,1.125433691548389570e+00,1.471863796541616684e-02,4.000000000000000000e+00
5.682297845000000234e+04,1.057544251389169965e+00,9.764400266169860343e-01,7.080578012841503600e-03,5.000000000000000000e+00
5.682297884999999951e+04,1.071269027646124750e+00,9.816822531721575151e-01,7.119815049041521536e-03,5.000000000000000000e+00
5.682311020299980009e+04,9.703446827698027910e-01,9.825490914504413364e-01,1.370830915796100898e-02,4.000000000000000000e+00
5.682311031799999910e+04,9.487417892594407487e-01,9.462846649032441437e-01,1.354913951632119758e-02,4.000000000000000000e+00
5.682311043399990012e+04,1.021385364160420250e+00,1.018472670237153821e+00,1.448683252400029611e-02,4.000000000000000000e+00
5.682411063099979947e+04,9.693326256138646846e-01,9.309346834110463487e-01,1.467632714966566991e-02,4.000000000000000000e+00
5.682473562700019829e+04,9.730610675691304667e-01,9.779698430371016604e-01,3.157084454260743189e-02,3.000000000000000000e+00
5.682474500200009788e+04,1.024038056424459331e+00,9.815825583803295951e-01,3.078362820478053666e-02,3.000000000000000000e+00
5.682476210700019874e+04,9.877887978226096433e-01,1.021807185073267066e+00,3.255540147134908247e-02,3.000000000000000000e+00
5.682478181400010362e+04,9.865976954254302989e-01,9.906646974836590402e-01,2.872552212726365434e-02,3.000000000000000000e+00
5.682479644600019674e+04,1.041991309083621031e+00,1.009465219729630103e+00,2.849003061740123730e-02,3.000000000000000000e+00
5.682481350800020300e+04,9.868430722500178831e-01,9.972541787452136042e-01,2.823329704787637395e-02,3.000000000000000000e+00
5.682483272100010072e+04,9.643797814451021688e-01,9.836079840540037367e-01,3.355989933260898617e-02,3.000000000000000000e+00
5.682485515400020086e+04,1.028044932485707497e+00,1.011650297018759748e+00,3.877974485440242869e-02,3.000000000000000000e+00
5.682488083899999765e+04,1.020112564406594258e+00,1.037707294629194976e+00,4.212677943521616480e-02,3.000000000000000000e+00
5.682489790399980120e+04,9.608511110653487064e-01,9.662886390562986927e-01,4.080814491880705580e-02,3.000000000000000000e+00
5.682497912999999971e+04,1.069297493578675429e+00,9.668362066676312594e-01,6.416183338727872790e-03,5.000000000000000000e+00
5.682497954000000027e+04,1.084172903479113437e+00,9.794734960463838958e-01,6.499452365656958885e-03,5.000000000000000000e+00
5.682511087399999815e+04,9.832664715459350502e-01,9.363155429659065776e-01,1.473075342463304321e-02,4.000000000000000000e+00
5.682511101299989969e+04,1.007910641235464588e+00,9.419936426871112767e-01,1.486345100205705046e-02,4.000000000000000000e+00
5.682511112800009869e+04,9.724543657368295291e-01,9.234291332494516391e-01,1.447063565563385529e-02,4.000000000000000000e+00
5.682573578999980236e+04,9.384866446355972780e-01,1.017530881127053588e+00,3.265777761393798967e-02,3.000000000000000000e+00
5.682576298099989799e+04,9.364200329232134079e-01,9.724437508226332350e-01,3.233167352156694763e-02,3.000000000000000000e+00
5.682597896000000037e+04,1.108405185371645674e+00,9.677462954245686921e-01,6.224102916498769691e-03,5.000000000000000000e+00
5.682617995999986306e+04,8.386392220169107681e-01,1.006657915985878837e+00,1.823819713850182572e-02,2.000000000000000000e+00
5.682697912999999971e+04,1.029671160142842989e+00,9.749981094230518730e-01,6.328150003036063856e-03,5.000000000000000000e+00
5.682697952999999688e+04,1.000687670453200617e+00,9.688056610542811198e-01,6.287482150755190069e-03,5.000000000000000000e+00
5.682771586399990338e+04,1.070720448019152782e+00,1.017539098431423206e+00,3.382869164015984281e-02,3.000000000000000000e+00
5.682772511699979805e+04,9.725145254738505329e-01,1.014443059829954530e+00,3.342368491503077549e-02,3.000000000000000000e+00
5.682773969899999793e+04,1.004218219883996843e+00,9.689504540417185341e-01,3.074059684329391931e-02,3.000000000000000000e+00
5.682782984599979682e+04,1.011002190746354001e+00,9.674135167218159692e-01,2.653912246510258324e-02,3.000000000000000000e+00
5.682797948000000179e+04,1.039198590084091212e+00,9.827791203922402463e-01,6.386703654090322355e-03,5.000000000000000000e+00
5.682797987999999896e+04,1.013674563778962145e+00,9.764911586384006359e-01,6.345659506805322557e-03,5.000000000000000000e+00
5.682810401999996975e+04,1.010823127367946661e+00,9.898077263008037141e-01,1.885306243341239654e-02,2.000000000000000000e+00
5.682908831000002101e+04,1.048757718010275175e+00,9.984473830326302535e-01,1.840695309886848305e-02,2.000000000000000000e+00
5.682974494600020262e+04,1.056723278174014125e+00,9.582687066658905906e-01,3.053698261178982090e-02,3.000000000000000000e+00
5.682976461600000039e+04,1.005597295498685595e+00,9.974052319508933673e-01,3.337568992326615802e-02,3.000000000000000000e+00
5.682977900699990278e+04,1.042308061340722736e+00,9.703628658033550680e-01,2.879823649134377606e-02,3.000000000000000000e+00
5.682981317100019805e+04,1.061373149422763174e+00,1.014084625540712770e+00,3.138658678890502568e-02,3.000000000000000000e+00
5.682983499900020252e+04,1.034389483944225141e+00,9.819209436292257731e-01,2.995172697984509885e-02,3.000000000000000000e+00
5.682985455700010061e+04,9.826256502275129145e-01,1.006477581048896175e+00,2.821517112396309049e-02,3.000000000000000000e+00
5.682987624099990353e+04,1.033979900649566241e+00,9.928483628402056116e-01,2.921613713009631533e-02,3.000000000000000000e+00
5.682990015099989978e+04,9.875340902780046504e-01,9.972216521878105588e-01,3.112932286665798243e-02,3.000000000000000000e+00
5.682992441400000098e+04,1.009011454974892530e+00,9.928376158204742508e-01,3.153338539737922386e-02,3.000000000000000000e+00
5.682997985999999946e+04,1.025884690617786088e+00,9.802409197510835170e-01,6.339817629108159859e-03,5.000000000000000000e+00
5.682998027000000002e+04,1.019291843255566210e+00,9.793365249484333734e-01,6.333981129502115441e-03,5.000000000000000000e+00
5.683011520300010307e+04,9.182024143621994039e-01,1.017483190854027830e+00,1.521599873493848128e-02,4.000000000000000000e+00
5.683011531799990189e+04,9.865793712188407616e-01,1.049193847673267399e+00,1.438425648111549791e-02,4.000000000000000000e+00
5.683011542200019903e+04,8.526343604840685986e-01,1.064359087882864152e+00,1.444676686448881885e-02,4.000000000000000000e+00
5.683071650400009821e+04,9.569386520228861936e-01,1.024150933361743121e+00,3.808607375367663306e-02,3.000000000000000000e+00
5.683072577599989745e+04,9.445307398951972022e-01,9.924703433735543312e-01,3.639336316928982323e-02,3.000000000000000000e+00
5.683074273499989795e+04,9.661222779153327833e-01,9.944609265353162586e-01,3.651704486462611227e-02,3.000000000000000000e+00
5.683076212299989857e+04,9.507888863372360166e-01,1.010731512481954919e+00,3.627170626803492837e-02,3.000000000000000000e+00
5.683077626299999974e+04,9.799955342734814057e-01,1.035196858790499608e+00,3.325005366488598124e-02,3.000000000000000000e+00
5.683079327300009754e+04,9.271544704114511593e-01,9.913145885416660974e-01,3.104410962748974101e-02,3.000000000000000000e+00
5.683081033700009721e+04,9.931433767632007470e-01,9.958256347687404197e-01,3.084384411228337924e-02,3.000000000000000000e+00
5.683085138100010226e+04,9.659070978345237757e-01,9.990991083572973164e-01,3.044464964482885769e-02,3.000000000000000000e+00
5.683089699999990262e+04,9.633482235021647577e-01,9.671792782489093687e-01,2.877335220947065467e-02,3.000000000000000000e+00
5.683109476999985054e+04,9.560380335067922841e-01,9.914870184948614273e-01,1.827182410125383419e-02,2.000000000000000000e+00
5.683111652200020035e+04,9.572884750085766115e-01,9.942742391705025051e-01,1.487274005127066714e-02,4.000000000000000000e+00
5.683111677700000291e+04,9.363651258503559172e-01,9.193933671458192070e-01,1.456829442039642673e-02,4.000000000000000000e+00
5.683173734299979697e+04,9.845454402487785472e-01,1.019833703930872248e+00,3.935692175949637162e-02,3.000000000000000000e+00
5.683175734199999715e+04,9.665211700901786829e-01,1.043184221392894795e+00,3.986110716203860455e-02,3.000000000000000000e+00
5.683177146300020104e+04,1.036603961847045507e+00,1.046313199471947009e+00,3.597265017468267989e-02,3.000000000000000000e+00
5.683181983500019851e+04,9.940585619659368932e-01,1.020706017451378900e+00,3.593000337761299845e-02,3.000000000000000000e+00
5.683184005099999922e+04,1.036831293801580900e+00,1.018899770351440193e+00,3.566972949481454075e-02,3.000000000000000000e+00
5.683185948400010238e+04,1.023745714250636540e+00,9.743205211610244110e-01,3.534291543417426157e-02,3.000000000000000000e+00
5.683188345200009644e+04,1.066674951257406079e+00,1.021195527094660216e+00,3.701843535060667795e-02,3.000000000000000000e+00
5.683190530900010344e+04,1.005708444361310905e+00,1.039498045661511938e+00,3.897493552045774162e-02,3.000000000000000000e+00
5.683198010000000068e+04,1.024940250896816174e+00,9.876058366169200298e-01,7.559076005643993595e-03,5.000000000000000000e+00
5.683198051000000123e+04,1.023053979036442795e+00,9.784050720351101793e-01,7.489773980264497096e-03,5.000000000000000000e+00
5.683211770300009812e+04,1.010889371482474486e+00,1.029011823966438754e+00,2.036498081859683396e-02,4.000000000000000000e+00
5.683211781799980236e+04,1.018693723608436130e+00,9.184110410555290649e-01,1.895238761827082105e-02,4.000000000000000000e+00
5.683211793400019815e+04,1.052630695902831315e+00,9.847976311461487109e-01,3.093233400196708158e-02,4.000000000000000000e+00
5.683271606499979680e+04,1.054037583517720034e+00,9.888991529329320684e-01,3.509393538910578897e-02,3.000000000000000000e+00
5.683272618599980342e+04,1.012791613939281632e+00,9.714346592077442999e-01,3.392776550578277539e-02,3.000000000000000000e+00
5.683274314300020342e+04,9.942328232121131482e-01,9.580618246990924014e-01,3.368718962811732137e-02,3.000000000000000000e+00
5.683277443299999868e+04,1.014378642499620842e+00,9.724039275543462368e-01,3.140183909061993600e-02,3.000000000000000000e+00
5.683280864700020174e+04,1.031422871342805303e+00,9.992637240255133335e-01,3.119764638807054694e-02,3.000000000000000000e+00
5.683283041500020045e+04,1.008212951128200530e+00,1.016922092462309468e+00,3.220771197623725768e-02,3.000000000000000000e+00
5.683284993899989786e+04,1.002425599882994955e+00,9.678564968079288455e-01,3.062680217831546120e-02,3.000000000000000000e+00
5.683287161900009960e+04,9.736706896605036299e-01,9.685848573406784512e-01,3.062332592703843545e-02,3.000000000000000000e+00
