51887.35963 1.0687 0.9757 0.0233 1
51900.34297 1.0846 1.0069 0.0189 1
51903.34678 1.0826 0.9858 0.0193 1
51905.35319 1.0924 0.9861 0.0187 1
51907.34975 0.9722 0.9924 0.0146 1
51914.30180 1.0272 1.0265 0.0193 1
51919.30822 1.0921 1.0300 0.0208 1
51921.30735 1.1165 1.0069 0.0186 1
51924.37396 1.1349 1.0464 0.0186 1
51925.36420 1.1096 1.0172 0.0175 1
51926.35595 1.0280 0.9984 0.0155 1
51928.38743 1.1040 0.9983 0.0198 1
51930.29538 1.0136 1.0075 0.0154 1
51932.29290 1.0543 0.9787 0.0163 1
51935.24430 1.0921 0.9913 0.0174 1
51937.32426 1.1106 1.0305 0.0175 1
51939.32629 0.9734 0.9665 0.0146 1
51946.24956 0.9752 1.0119 0.0173 1
51948.28841 1.0705 0.9990 0.0178 1
51953.27756 1.1724 1.0478 0.0192 1
51955.30501 1.1964 1.0075 0.0161 1
51958.29739 0.9705 1.0199 0.0174 1
51961.28561 1.0029 1.0651 0.0184 1
51964.30116 1.0722 0.9325 0.0156 1
51965.28299 0.9549 0.9939 0.0163 1
51966.29887 0.9883 0.9359 0.0182 1
51967.31278 1.0521 0.9860 0.0185 1
51967.31278 1.0846 1.0065 0.0189 1
51976.31477 1.0308 0.9867 0.0228 1
52025.13767 1.0962 0.9956 0.0193 1
52026.15035 0.8863 0.9615 0.0171 1
52027.14005 1.0819 1.0302 0.0210 1
52030.12426 0.9620 0.9538 0.0203 1
52031.14802 1.0638 0.9624 0.0214 1
52032.13128 0.9958 1.0168 0.0169 1
52037.13162 1.1173 1.0403 0.0236 1
52052.07021 1.0420 0.9635 0.0219 1
52053.10085 1.1357 1.0216 0.0224 1
52054.10628 0.9812 0.9468 0.0237 1
52056.08732 1.1266 1.0693 0.0210 1
52057.07798 1.0411 1.0050 0.0236 1
52068.05604 1.1119 1.0490 0.0238 1
52069.06313 1.0992 1.0062 0.0215 1
52070.05347 1.1391 1.0412 0.0218 1
52081.02203 1.0899 0.9748 0.0205 1
52085.02069 1.1043 0.9935 0.0177 1
52086.02493 1.1363 1.0331 0.0239 1
52087.01629 0.9817 0.9701 0.0207 1
52088.01724 1.0629 0.9997 0.0183 1
52092.98635 1.1207 1.0130 0.0211 1
52101.97462 0.9658 0.9856 0.0210 1
52104.03233 1.0228 0.9571 0.0169 1
52106.03224 1.0306 1.0095 0.0177 1
52115.10421 1.0799 0.9947 0.0205 1
52117.00166 0.9758 0.9814 0.0184 1
52124.98345 1.0401 0.9918 0.0180 1
52128.98605 1.0695 0.9992 0.0169 1
52131.02651 1.0125 1.0035 0.0167 1
52133.98311 1.0025 0.9908 0.0180 1
52140.97765 1.0444 0.9954 0.0175 1
52440.04436 1.0791 0.9833 0.0138 1
52442.03494 1.0919 1.0378 0.0154 1
52443.03478 1.0111 1.0020 0.0144 1
52452.00159 1.1153 0.9942 0.0160 1
52454.03887 1.0111 1.0005 0.0161 1
52458.99724 1.0668 1.0027 0.0149 1
52463.99044 1.0301 0.9847 0.0167 1
52465.98664 1.0218 0.9571 0.0156 1
52468.01270 1.0282 0.9548 0.0149 1
52469.99901 0.9291 1.0163 0.0177 1
52493.99730 1.0303 1.0058 0.0185 1
52496.97113 1.0118 0.9836 0.0179 1
52498.99878 0.9835 0.9986 0.0171 1
52623.35525 0.9810 1.0477 0.0172 1
52635.33659 1.0439 0.9830 0.0136 1
52639.33442 1.0325 1.0423 0.0145 1
52643.32843 1.0097 0.9809 0.0157 1
52646.32671 1.0249 0.9977 0.0139 1
52652.34126 1.0727 1.0022 0.0137 1
52657.35313 0.9473 0.9721 0.0158 1
52662.29432 1.0315 1.0069 0.0169 1
52664.32248 1.0447 0.9907 0.0139 1
52667.32384 1.0294 0.9571 0.0140 1
52670.33236 0.9783 1.0247 0.0140 1
52673.31846 1.0011 0.9810 0.0135 1
52676.29007 1.1339 0.9838 0.0139 1
52678.31047 1.0322 1.0013 0.0151 1
52680.30484 1.0009 0.9570 0.0153 1
52686.29366 0.9565 0.9379 0.0137 1
52693.29440 1.0085 0.9816 0.0138 1
52700.32623 0.9684 1.0611 0.0176 1
52701.28134 1.0076 1.0259 0.0162 1
52703.28659 1.0396 0.9463 0.0143 1
52704.30606 0.9227 0.9663 0.0134 1
52706.29238 0.8715 1.0018 0.0140 1
