1,2,2,2,4,0,1,1,1,2
1,3,4,0,5,0,0,1,1,1
1,3,3,2,1,2,3,0,0,0
2,1,3,0,2,2,1,1,0,1
5,3,5,0,6,1,2,4,2,5
8,6,6,8,7,8,6,7,4,7
9,10,8,6,8,6,8,8,7,8
10,10,9,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10
