HJD,mag,emag
55309.8340980001,14.81949,0.04973
55309.8405160001,14.77604,0.04807
55309.8469380001,14.76396,0.04809
55309.8533549998,14.7602,0.04714
55309.8597820001,14.75106,0.04746
55309.8692510002,14.75424,0.04744
55309.8756820001,14.7645,0.04557
55309.8850679998,14.75444,0.04619
55309.8944529998,14.83382,0.04482
55309.9059620001,14.76697,0.04458
55309.917469,14.79983,0.04472
55309.9294400001,14.7651890946914,0.04131
55309.9460470001,14.7793897922513,0.03953
55309.9576130002,14.8048010404905,0.03879
55309.9691789998,14.7917403989319,0.04042
55309.9828809998,14.769519307398,0.03943
55310.7719649999,14.7873,0.0676
55310.776567,14.83602,0.06795
55310.7786539998,14.7793,0.06737
55310.7807430001,14.89044,0.06754
55310.7828370002,14.76029,0.06945
55310.784924,14.77258,0.06884
55310.7870109999,14.68797,0.06594
55310.7890969999,14.84355,0.06711
55310.791185,14.80111,0.06502
55310.7932730001,14.76219,0.06541
55310.7953570001,14.7877,0.06384
55310.7974430001,14.78317,0.06384
55310.7995290002,14.82929,0.06482
55310.8016209998,14.78557,0.0653
55310.8037080001,14.83493,0.06405
55310.8057960002,14.86858,0.06352
55310.807881,14.87712,0.06345
55310.8099679998,14.77892,0.06347
55310.8120570001,14.80675,0.06368
55310.8141430002,14.76832,0.06307
55310.8162309998,14.86429,0.05915
55310.8183180001,14.75383,0.06156
55310.8204040001,14.85952,0.05976
55310.8224900002,14.81054,0.06185
55310.8245740002,14.76985,0.0607
55310.826661,14.80614,0.05985
55310.8287470001,14.80296,0.06039
55310.8308359999,14.80453,0.06105
55310.832922,14.84513,0.06137
55310.835008,14.77621,0.05922
55310.8370980001,14.85005,0.05953
55310.8391959998,14.81172,0.05911
55310.8412819998,14.80934,0.05996
55310.8433670001,14.81005,0.06001
55310.8454519999,14.76203,0.05939
55310.8475390002,14.77865,0.05811
55310.8518440002,14.77342,0.05711
55310.8561499999,14.84701,0.0572
55310.8604529998,14.78755,0.05697
55310.864755,14.81268,0.05696
55310.8690670002,14.85855,0.05581
55310.873375,14.82224,0.05532
55310.8776890002,14.8022,0.05566
55317.8098760001,14.79071,0.06294
55317.8278049999,14.81837,0.06153
55317.8436889998,14.83103,0.05899
55317.8711799998,14.79746,0.05736
55317.8849140001,14.82928,0.05726
55317.8966089999,14.78825,0.05795
55323.7463139999,14.86681,0.03843
55323.764426,14.80766,0.03751
55323.7758459998,14.81025,0.03633
55323.79164,14.80294,0.03536
55323.8095809999,14.83323,0.03491
55323.8254559999,14.78338,0.03486
55323.8390410002,14.85018,0.03397
55323.8570500002,14.78539,0.03338
55323.8749910002,14.77283,0.03266
55323.8913420001,14.8122814079375,0.03122
55323.9166270001,14.8023309191544,0.03158
55323.930381,14.8349825230509,0.03107
55323.9441960002,14.8422828816556,0.03181
55323.9580140002,14.8049010454029,0.03157
55323.9696140001,14.79818071529,0.0317
55323.9834480002,14.7914903866509,0.03116
55323.9971090001,14.7969906568325,0.03336
55324.0108079999,14.7934704839163,0.03241
55324.0245130002,14.8091912561446,0.03448
55324.0382559998,14.7828399617288,0.03564
55324.0519869998,14.8151715499057,0.0338
55329.7277330002,14.83454,0.04683
55329.7459479999,14.8243,0.04591
55329.7573919999,14.79018,0.04344
55329.7732020002,14.83419,0.04232
55331.7265420002,14.7953,0.04427
55331.7456069998,14.7538,0.04192
55331.757063,14.73374,0.04087
55331.7728610002,14.7837,0.03998
55331.7908109999,14.83895,0.03717
55331.8076220001,14.82649,0.03765
55331.8212330001,14.75425,0.03934
55331.8392579998,14.82555,0.03663
55331.8572089998,14.7458,0.03672
55331.8735779999,14.8035809805593,0.0336
55331.8988700002,14.8095912757941,0.03253
55331.9125919999,14.8283421968679,0.03339
55331.9264230002,14.7762296370196,0.03248
55331.940256,14.7736595107711,0.0312
55331.951876,14.7484082703917,0.03196
55331.9657080001,14.783389988747,0.03305
55331.9794259998,14.7995807840635,0.03461
55331.9931350001,14.7614089090029,0.03534
55332.0068560001,14.7736295092974,0.03523
55332.0205689999,14.835532550069,0.0357
55332.0363889998,14.8108713386728,0.03534
55336.7184250001,14.78094,0.05439
55336.7227889998,14.72371,0.05338
55336.7271580002,14.76889,0.0536
55336.7315409998,14.79282,0.05242
55336.7359110001,14.76564,0.05047
55336.7402710002,14.74506,0.05226
55336.7446309999,14.77456,0.0495
55336.748987,14.82219,0.04896
55336.7533630002,14.81188,0.04906
55336.7577229999,14.79604,0.0484
55336.7620879998,14.78376,0.04797
55336.7685839999,14.79375,0.04786
55336.775078,14.82289,0.04661
55336.7815700001,14.8179,0.04803
55336.790205,14.80567,0.04801
55336.7966939998,14.78232,0.04625
55336.8061839999,14.75401,0.04564
55336.8156579998,14.81333,0.04359
55336.8251450001,14.78821,0.04228
55336.8367699999,14.80292,0.04061
55336.8483859999,14.76348,0.04113
55336.8604850001,14.8133114585352,0.03734
55336.8772570002,14.7798998173045,0.03778
55336.8889210001,14.8108713386728,0.03624
55336.9027490001,14.7637990264091,0.03606
55336.9165869998,14.800770842521,0.03519
55336.9304200001,14.8078111883535,0.03366
55336.942053,14.764339052936,0.03247
55336.957953,14.7973306735347,0.03265
55336.9716750002,14.804321016911,0.03327
55336.9853909998,14.8275221565863,0.03321
55336.999115,14.7826299514128,0.03341
55337.0128390002,14.7905603409656,0.03397
55337.7158240001,14.8327,0.05621
55337.7179530002,14.78333,0.05706
55337.7200730001,14.78801,0.05527
55337.722201,14.74836,0.05491
55337.7243300001,14.76151,0.05402
55337.726456,14.82339,0.05356
55337.7285819999,14.79493,0.05589
55337.7307059998,14.74884,0.05451
55337.7328320001,14.79333,0.05354
55337.7349569998,14.75849,0.05464
55337.737092,14.82654,0.05205
55337.7392179999,14.85657,0.05346
55337.7413420002,14.84196,0.05392
55337.7434669998,14.75359,0.05302
55337.7455790001,14.81162,0.05352
55337.7477139998,14.7918,0.05226
55337.7498400002,14.7871,0.05257
55337.7519640001,14.8298,0.05447
55337.754092,14.74989,0.05392
55337.7562210001,14.74269,0.05264
55337.7583440002,14.80137,0.0523
55337.7627010001,14.85876,0.05162
55337.7670570002,14.77901,0.05032
55337.771406,14.7568,0.05089
55337.775775,14.80076,0.05136
55337.782265,14.79913,0.04975
55337.7887610001,14.79544,0.0495
55337.7952549998,14.88223,0.04912
55337.8017540001,14.83352,0.04836
55337.8082519998,14.76417,0.05109
55337.8147470001,14.81294,0.04841
55337.8212359999,14.7402,0.04829
55337.8298789999,14.71387,0.04793
55337.8385089999,14.77999,0.04983
55337.847143,14.76538,0.04663
55337.8562409999,14.7835599970981,0.04208
55337.8679450001,14.8241119890737,0.04274
55337.8774779998,14.7887902540163,0.04248
55337.8870160002,14.7748195677549,0.04313
55337.8987070001,14.8766545700453,0.0441
55337.9104070002,14.7619889374948,0.04292
55337.9221040001,14.7818999155523,0.04451
55337.9315010002,14.7915303886158,0.04555
55337.9431119999,14.8211318426844,0.04198
55337.9567869999,14.8107713337604,0.04053
55337.9705010001,14.7472182119342,0.03763
55337.9842320001,14.8079411947396,0.03378
55337.997953,14.7759196217912,0.03259
55338.01168,14.8054710734035,0.0331
55346.7183699999,14.7782,0.03768
55346.7342229998,14.78512,0.03618
55346.7522200001,14.80172,0.04105
55346.7690829998,14.79509,0.04748
55346.7827240001,14.78631,0.04918
55346.802929,14.74971,0.05067
55346.8188530002,14.7697,0.0512
55346.8437580001,14.8342924891554,0.04636
55346.8597289999,14.8118213853405,0.0466
55346.8734670002,14.8312023373624,0.04685
55346.885148,14.7403878764177,0.0473
55346.8968329998,14.8241919930036,0.04721
55346.9055670002,14.7981507138163,0.04757
55346.9164570002,14.7572987071035,0.04793
55346.9273219998,14.7490583023223,0.04836
55346.933797,14.7686092626952,0.04874
55346.940277,14.7772596876173,0.04823
55346.9466869999,14.8057910891232,0.05004
55346.9532269998,14.7965806366917,0.04934
55346.959704,14.7194568482538,0.05014
55346.966178,14.7757796149138,0.0508
55346.972666,14.8166316216266,0.05187
55346.97914,14.7925904406872,0.05059
55346.9856139999,14.8075211741076,0.05155
55347.7174089998,14.80662,0.03787
55347.7332540001,14.81195,0.03738
55347.7512650001,14.78288,0.03412
55347.7681109998,14.76957,0.03377
55347.7817489998,14.78495,0.03328
55347.801953,14.7568,0.04099
55347.8427189998,14.7773096900735,0.04112
55347.858703,14.7927404480558,0.04262
55347.8726070002,14.793290475074,0.04186
55347.8864520001,14.7930504632842,0.04231
55347.9003130002,14.7492683126383,0.04226
55347.9119429998,14.7685392592565,0.04244
55347.9257959998,14.7393878272938,0.04295
55347.9353760001,14.7916703954932,0.04356
55347.9449519999,14.7434880287019,0.04407
55347.954537,14.7826299514128,0.04428
55347.9632450002,14.7647690740593,0.04483
55347.9719469999,14.8107113308129,0.04648
55347.9806639999,14.8254420544085,0.04759
55347.9893629998,14.7679092283085,0.04575
55348.7190419999,14.83312,0.03949
55348.7370350002,14.79891,0.04144
55348.7529770001,14.77726,0.03977
55348.7665920001,14.84384,0.03705
55348.7846420002,14.756,0.03515
55352.7171149999,14.81661,0.03426
55352.7351139998,14.75926,0.03676
55352.7519649998,14.79537,0.03553
55352.7655830002,14.77729,0.04201
55352.7836620002,14.80597,0.03391
55352.8016380002,14.74231,0.03323
55352.8180200001,14.8095712748116,0.02945
55352.8433699999,14.8113313612698,0.02857
55352.8592750002,14.8011808626618,0.02942
55352.8731300002,14.8115613725683,0.02765
55352.8869730001,14.7845100437658,0.02767
55352.8986340002,14.7550485965746,0.02762
55352.9145490001,14.7728394704895,0.0283
55352.9282889999,14.7788697667068,0.02912
55352.94203,14.7501083539024,0.02815
55352.9557650001,14.7558186344001,0.02864
55352.9694969999,14.7711393869788,0.02857
55353.7170910002,14.72419,0.03703
55353.7350880001,14.82669,0.03566
55353.7519399999,14.77617,0.03574
55353.7655679998,14.78754,0.03364
55353.78577,14.76599,0.03269
55353.8016940001,14.74822,0.0336
55354.7161909998,14.80688,0.03485
55354.734162,14.76184,0.03212
55354.747804,14.76429,0.03298
55354.7658589999,14.8064,0.03234
55354.7838409999,14.75877,0.03323
55354.7997570001,14.74446,0.03358
55358.7195230001,14.79219,0.03219
55358.7364059999,14.78337,0.03114
55358.750095,14.79602,0.02981
55358.7703740001,14.79836,0.02911
55358.7863540002,14.74929,0.02925
55358.8113299999,14.8163516078719,0.02733
55358.8273459999,14.7849900673453,0.02712
55358.8412489998,14.8123814128499,0.02747
55358.855161,14.7784997485309,0.02811
55358.8690980002,14.7938705035659,0.02722
55358.8807950001,14.777249687126,0.02654
55358.8947180002,14.783139976466,0.02726
55358.908578,14.8322823904162,0.02741
55358.9224649998,14.8033909712257,0.02676
55358.9362920001,14.7705893599606,0.02643
55358.9501029998,14.7922604244763,0.02697
55358.9659970002,14.7966506401304,0.02681
55359.719488,14.84317,0.03524
55364.7152200001,14.79072,0.03756
55364.7217569999,14.73078,0.03788
55364.7283040001,14.77299,0.03739
55364.7348529999,14.81695,0.037
55364.741382,14.80785,0.03799
55364.7479539998,14.81217,0.03737
55364.7566430001,14.77546,0.03823
55364.7653669999,14.78308,0.03756
55364.7740600002,14.81779,0.03732
55364.784155,14.8044010208409,0.03412
55364.7959850002,14.7658991295694,0.03391
55364.8056490002,14.7746495594038,0.03339
55364.8152350001,14.7980107069389,0.03319
55364.8270419999,14.7907103483342,0.03214
55364.8388160002,14.7757296124576,0.03198
55364.8505779998,14.7914503846859,0.03102
55364.8600440002,14.807331164774,0.03017
55364.8717299998,14.7813098865692,0.02991
55364.885481,14.8392627333013,0.03022
55364.8992909999,14.7785097490222,0.02797
55364.9131189999,14.7855800963284,0.02829
55374.7186090001,14.81115,0.05164
55374.736604,14.76367,0.05568
55374.7530080001,14.8027409392952,0.05482
55374.7783559999,14.7720894336465,0.0559
55374.7921520001,14.7508083882892,0.05418
55374.819925,14.8329524233293,0.05519
55374.8315710002,14.7800398241818,0.05583
55374.845431,14.8052510625962,0.05542
55374.855029,14.7847000530994,0.05739
55374.8646200001,14.8062411112289,0.05668
55375.7045519999,14.75944,0.03966
55375.711048,14.81121,0.03579
55377.7034749999,14.85976,0.03943
55377.7099660002,14.84175,0.0332
55377.7185960002,14.8071,0.03295
55377.727221,14.77625,0.03278
55377.7436190001,14.8009408508721,0.03042
55377.7689860002,14.7986107364133,0.02916
55377.782753,14.7983307226586,0.02921
55377.796627,14.771359397786,0.02894
55377.8105009999,14.8024209235755,0.02983
55377.822168,14.8165416172055,0.03331
55377.836044,14.8254520548998,0.03704
55377.8497560001,14.8243219993897,0.03819
55377.8635129998,14.7879702137346,0.03933
55377.8772649998,14.8102213067422,0.0394
55377.8911870001,14.780339838919,0.04099
55377.9049940002,14.7881302215945,0.04198
55378.704351,14.74196,0.03568
55378.7108370001,14.81585,0.0318
55378.7194719999,14.77615,0.03087
55378.7354250001,14.72851,0.031
55378.7603259999,14.7747195628425,0.02895
55378.7741009998,14.7707793692942,0.02912
55378.7879789998,14.7514084177635,0.02829
55378.8018530002,14.7799398192694,0.02907
55378.8157319999,14.7545885739776,0.02927
55378.8273809999,14.818651720857,0.02941
55378.8433130002,14.7853900869949,0.02975
55378.8570929999,14.7696093118192,0.03338
55378.8708629999,14.7479482477947,0.03761
55378.884635,14.7834599921857,0.03851
55378.8983939998,14.8446729990618,0.04021
55379.7056979998,14.80546,0.03387
55379.7143270001,14.81487,0.03124
55379.7229570001,14.78039,0.0312
55379.739362,14.7435680326319,0.02996
55379.7647290002,14.8060110999304,0.02934
55379.778525,14.8232119448621,0.02838
55379.792415,14.7723394459275,0.02936
55379.806297,14.7594588132112,0.02934
55379.8179589999,14.7825799489566,0.02913
55379.8318349998,14.7682392445194,0.02879
55379.8456159998,14.7855600953459,0.02845
55379.8593859999,14.7707393673292,0.02864
55379.87316,14.7751095820008,0.02817
